Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
92816666.37,97.53796260789228+79.88292127427373j,377.49143708772334+79.35057468113095j,833.0782944680291-31.210394316781397j,1279.569276525053-469.01315170245795j,1277.479900740998-1106.8278079509994j,969.0831589416997-1471.4884942391357j,581.0860469701088-1472.3272876873675j,397.5976866405797-1436.8389220667445j,281.6634932326276-1376.6946486771685j,180.5238456743164-1233.0022423361022j,132.44327489265515-1211.7989450081382j,104.61316842103042-1094.482704957579j,81.79338200621811-1050.6148530750506j,59.621472257213334-960.2862966986479j,49.11225837705506-962.3511700337133j,40.71410176864729-920.775680777812j,27.687329772731704-940.1630704850338j,23.209437353043885-827.4508555426924j,9.047270491208998-843.9372171627863j,27.298934803811708-797.2748873528147j,-70.92628233822231-756.6094405173174j,-86.54216327767455-698.0094988786643j,-103.77806558396604-645.0444582397032j,-72.56822621246448-520.7954813551988j,-30.653952643629083-499.8069885431996j,5.741058976155225-468.3861561376681j,26.801284822196337-462.74709356630603j,35.946064927712406-426.5772989610892j,45.04161389844915-403.8839247449788j,49.92131741561332-393.31960635570084j
93524844.78,97.71236171891047+80.50913561980481j,377.52859087336486+79.40607525441695j,832.3500988259495-32.63423700406772j,1274.7753733544514-472.4015612193033j,1266.4297148771473-1106.3487103370078j,957.3587652819441-1464.5230628483066j,572.7468869808209-1461.686162990739j,392.10970368961864-1425.2578197381301j,277.7700269771325-1364.9766587745328j,178.06592703451395-1222.1034689279393j,129.90818142150152-1201.5717277943268j,103.43009681784945-1084.4330180084103j,80.83779113902972-1040.8087113942934j,59.004859319843185-951.0891461586426j,48.58855050310637-953.145979041253j,40.043868755126255-912.2966545063889j,26.590646941083133-932.2363406116872j,22.45398103501341-819.6921901551273j,6.799999276345117-836.0436181308131j,23.850521334493756-793.2027299872094j,-79.2479031781003-744.718733156147j,-93.87206138944684-680.9135669060021j,-104.73429786001941-623.9024308755374j,-64.09876370208399-506.25760211070053j,-23.704287360552478-491.3849220343356j,9.374912608232622-461.61935653743626j,28.56849710733361-455.63853622872637j,37.532111808515765-419.0954759520437j,46.44129193816261-395.8302180130838j,51.11946649942741-384.9350979285396j
94238426.5,97.91002691050251+81.16471714831364j,377.58297086551505+79.5036247762565j,831.6003720759257-34.14206689376804j,1269.6625046701106-475.98947461354646j,1254.682130152979-1105.9017327461972j,945.0055473203158-1456.9909396483984j,564.306686487609-1450.4867549031753j,386.43969861386256-1413.0673958973246j,273.6447913517929-1352.737159143231j,175.52376319467933-1210.7350422752297j,127.54029091330445-1190.3553017285951j,102.15964546710963-1074.0161805686228j,79.96448141596746-1030.6072030289777j,58.37017383071105-941.5372250446234j,48.067210504892-943.5975339435004j,39.34748438243682-903.4427522479318j,25.42982525439562-923.9685383950302j,21.6645782871659-811.6304376096676j,4.442161370799499-827.8755681935529j,19.66599607427205-788.4619970651341j,-87.4320273779348-731.100838272447j,-99.63939985241389-662.0078015337378j,-103.09970074197835-602.64379922937j,-55.30332820598456-493.2758433876327j,-17.24522815769315-483.44727628587964j,12.755103151843587-454.78297104323815j,30.287840751952626-448.38754331416703j,39.082956132271775-411.50420824501566j,47.85352073236534-387.65465726352494j,52.339520652321006-376.44874498567265j
94957452.75,98.17159589606808+81.82867616107652j,377.6965843008864+79.60526263589254j,830.8271651791147-35.6381207864033j,1264.3782925396874-479.58455488441575j,1242.8283503433834-1105.1276322004896j,932.7034173183188-1449.1831147817272j,556.1741651962151-1439.2529939475905j,380.9254158833902-1400.7685293340617j,269.68919766581934-1340.3496577495182j,173.0751824020042-1199.2050325480202j,125.41657923843024-1179.004598517763j,100.94106506764332-1063.5116456605256j,79.21484844504698-1020.4718626143252j,57.798237064401576-931.8981458173703j,47.60505750872105-933.9774555974542j,38.72791559237507-894.5382422808509j,24.283197760492705-915.6583429049823j,20.8930821411617-803.5033810085872j,1.9570883385385778-819.6115825087401j,14.875887784443734-783.2249386239799j,-95.36771900930086-715.9426429976761j,-103.55329691955501-641.8674217879664j,-99.1317380200832-582.0227284161073j,-46.59264767554941-481.72276572937994j,-11.312776970820067-475.9250210748351j,15.912327493082895-447.92613104952727j,31.948758908497357-441.06938378275584j,40.58619599144277-403.83779895128794j,49.28204162809977-379.3802092802789j,53.59232154903197-367.8881605800076j
95681965.07,98.46312837981593+82.46863827532927j,377.830678209439+79.69663756159459j,830.0424881585614-37.163457089389546j,1258.9031746072903-483.166464873884j,1230.721633801445-1104.1757953745164j,920.2474062468075-1441.097565230762j,547.9591620494971-1427.9429648549285j,375.5614158077646-1388.3984976425463j,265.72669876861175-1327.7174068099928j,170.72773293683767-1187.5329767430553j,123.51505509501474-1167.2505349836615j,99.86104800540384-1052.8467389449236j,78.49927071578773-1010.3356602705497j,57.31249976512725-922.1908259433784j,47.25621644465025-924.2374522946551j,38.20162377067964-885.5131430595445j,23.188215894738892-907.2552101055262j,20.186411884928088-795.3082362289956j,-0.5674790681837097-811.1736533501738j,9.616348880029616-777.3471753497896j,-102.56808660424316-699.1243802725087j,-105.28340731138114-620.93219229585j,-93.11665757170354-562.6215770042473j,-38.17866945528-471.37833020020884j,-5.878594394958968-468.6762334930442j,18.88498062052229-441.0085896561402j,33.59487602589777-433.6722330594881j,42.07772057833203-396.1074323051217j,50.76043476796918-371.03422000878487j,54.89728558485907-359.2671747619089j
96412005.33,98.78220913556544+83.11704984618821j,378.0034369962764+79.80253873509176j,829.2089144496578-38.60260153464211j,1253.3169418006744-486.45366827974857j,1218.729566690609-1102.6100958616973j,908.26897249844-1432.4977266576373j,540.0403029963518-1416.5397851938567j,370.55637899760114-1376.0281462345226j,262.2960088473165-1315.0266340638716j,168.78498706430014-1175.9054077484113j,122.24812930428979-1155.7394204777854j,99.03949316846727-1042.2724219579864j,77.94575903852731-1000.2955497379j,57.08090502760777-912.5268724711718j,47.234284375385776-914.5459594335184j,37.93203370716593-876.6126735961531j,22.25250039776049-899.0041120572935j,19.674110186215444-787.2288030822817j,-3.1530635617135885-802.8529130673114j,4.131072217950431-771.0747999035674j,-108.83883868772577-680.9808799323113j,-104.75614238106074-599.8185930934152j,-85.62097821630606-544.8250228959754j,-30.210189329470666-462.067528319563j,-0.8756410452747189-461.6511813371095j,21.718670119470843-434.09338747758954j,35.234875473346484-426.24070802838474j,43.56365883400288-388.3046243274085j,52.30132024037653-362.64146032339096j,56.26303862069404-350.59381269254396j
97147615.68,99.14876513973942+83.7714360284448j,378.22834992817985+79.93322873834087j,828.5049221976159-39.92104484318765j,1248.013108718103-489.4686215459502j,1207.3584095462681-1101.0329919775395j,896.996686076369-1424.1714852958648j,532.2926171447224-1405.3430231770162j,365.70816654264615-1364.1149874329078j,259.0629368044598-1302.6711964407725j,166.95962456049685-1164.5559571446122j,120.77832692348393-1144.722947216269j,98.27493736863786-1031.978959997207j,77.40316843074594-990.4232316142766j,56.884247535469356-903.0891298609207j,47.30980865028845-905.147924836661j,37.69327361019046-867.969481581437j,21.21504364765395-890.9977255779287j,19.142928423041045-779.3711283827032j,-6.1582109787483645-794.3442705073489j,-1.8332996366673477-764.4934694590455j,-113.87680042204987-661.2772010948806j,-101.9192729065035-578.9230055465634j,-77.09289177946067-528.7674142853432j,-22.749379208134503-453.5769869105217j,3.7175952429530206-454.78672717999405j,24.422371149782975-427.1868364280224j,36.85685082653567-418.78295694553447j,45.0487172357817-380.4398344778575j,53.89720309979751-354.24448645203967j,57.70392948784665-341.91523467964925j
97888838.65,99.58539785108107+84.36660912260706j,378.52708643091785+80.01971338835732j,827.8919884512906-41.269462587410636j,1242.7952700880703-492.462032323115j,1196.2430423673236-1099.359266534506j,885.9569480608845-1415.7337998269938j,524.7711752335081-1394.1124837347586j,361.1373927271888-1352.3065656211072j,256.22092417414945-1290.4116829278j,165.4182807157481-1153.304148837368j,119.65001163571583-1133.7671867460776j,97.75081517245358-1021.7722472421873j,77.04305938046579-980.6566853226375j,56.92453169343527-893.7621895728007j,47.622723731818375-895.9220432634112j,37.67436621681474-859.5493795402178j,20.34652502188394-883.1831730237761j,18.785597495064753-771.7218434806717j,-8.854338168821956-785.6665834357651j,-8.013740560908678-757.4778365882679j,-117.00745542365858-640.602718091981j,-96.84905882385887-559.1055798997124j,-68.06275720282196-514.5810841891686j,-15.844770623597448-445.84435515000183j,7.9947577162634955-448.09129281479346j,27.038017025986125-420.33607885822295j,38.51249763035039-411.34682832009895j,46.60616829428619-372.55027870095137j,55.56494998443686-345.85091603276055j,59.18132083613619-333.24821836541906j
98635717.04,100.0026197640571+84.87938029841612j,378.82131469307376+80.0480092085504j,827.3615388007298-42.57413340645334j,1238.008396563277-495.4087033969398j,1185.828910111246-1097.9435126623803j,875.6027988676067-1408.0792111638013j,517.3560685811738-1383.410663332332j,356.4683848603016-1341.2014766591562j,253.49794185257917-1278.975052150933j,163.88909732183288-1142.7444688123642j,118.12876048789037-1123.8258349086138j,97.15507430161196-1012.160511499698j,76.52992269490424-971.3486946974331j,56.84212760088272-884.9465444915342j,47.8014600216032-887.3411827048421j,37.39052573828045-851.6999956361534j,19.11636317630373-875.9632828053943j,18.163400407319052-764.5946839704768j,-11.951134251556262-777.4556109023665j,-14.983231028469035-750.2989974657946j,-118.43751855042902-619.077158131052j,-90.21293442236238-540.5927572917986j,-59.01794101476214-501.9628719273979j,-9.627546823891308-438.5688948214555j,11.838574569717796-441.4819899968404j,29.450501327551812-413.55850781647734j,40.09760615544829-403.94690535982244j,48.14045102132357-364.6532932031229j,57.214198617937726-337.4686575043998j,60.62369623819649-324.55053843373065j
99388294.01,100.32521921946737+85.39273936556745j,379.0529116168556+80.04071264113516j,826.9220775744607-44.06010914392735j,1233.3299247582693-498.97089238945347j,1174.972105508796-1097.4573075994488j,864.4171403253727-1401.3824301088014j,509.30646552408587-1372.8189034012764j,351.05890252545214-1330.3241249861424j,249.9737216565082-1267.8820639084458j,161.63391410029047-1132.37265755705j,115.44514972189427-1113.47498806709j,95.95154158223885-1002.6087886698323j,75.45843064954991-961.9701436016086j,56.17835745393951-876.1936748158658j,47.24896767265888-878.8106001047572j,36.421472333849216-843.8810620124608j,17.09925000648538-868.724403169015j,16.822077645897043-757.5070500564334j,-15.784550115039211-768.7841936245627j,-22.923294608731034-742.0688125178254j,-117.49971793708383-596.8867989534009j,-82.28282712843037-523.58735247891j,-50.203397956365734-490.68696182279547j,-4.028103795775759-431.59464601227717j,15.274911822902697-434.84812030226846j,31.557867181058995-406.7502782623523j,41.513192840330134-396.521373163317j,49.60698326422878-356.73350687479336j,58.772309409237025-329.0490757331465j,62.03483301905691-315.74243475291854j
100146613,100.64464290679842+85.98844842066892j,379.2758121490124+80.10821524258405j,826.3604754317353-45.587164820864j,1228.2677733475741-502.8082357962526j,1163.274500779599-1097.0513866917045j,852.2873439364462-1394.1117077469737j,500.916570744427-1361.6873949737133j,345.14303859395943-1318.9407439266097j,246.02893494617808-1256.3374939649104j,158.98013610036213-1121.476836578141j,112.55937511507825-1101.930230020097j,94.50076636232876-992.6838428497209j,74.27564374937874-952.1470626201874j,55.287477008125315-866.9937337227116j,46.508327349261954-869.793392536874j,35.21015161141072-835.5844799203976j,14.753845699533688-860.9558999649445j,15.238416055739672-749.9507136977543j,-19.655149085081995-759.3163772774932j,-31.121791324259476-732.5034309702103j,-113.79406116879676-574.9577143325199j,-73.44774985525136-508.31799853354835j,-41.7225968486282-480.49631004628145j,1.0671827173149115-424.7486665481586j,18.442324333871696-428.0416673670208j,33.46337382289765-399.7173990904339j,42.844282802374515-388.9179660644768j,51.042467388605765-348.71256734032886j,60.31462339176177-320.47058616814564j,63.49089113836684-306.77413861656515j
100910717.9,100.95127884582084+86.66097956071658j,379.4926654485282+80.2028883329097j,825.7069863109405-47.01093680240242j,1222.7221987401833-506.7154451608685j,1151.0407832533663-1096.0438209372971j,839.8792336893823-1386.222567228713j,492.7157255772032-1349.9848426454573j,339.31302367209975-1306.8984380635957j,242.01243519573887-1244.2050497462062j,156.3964396554641-1110.047761761079j,110.10619969673004-1089.5877402492283j,93.02590024837234-982.4094219558726j,73.24861420312925-941.9991698382622j,54.44653371549495-857.4641287628741j,45.8076290111089-860.4745685217013j,34.01153777064543-826.9090811679779j,12.351866348206846-852.8491109489433j,13.636758094094752-742.0823254542238j,-23.17518000438497-749.5932126953946j,-39.40034076823251-721.7268158021307j,-107.74197240382541-554.1161581297137j,-64.3035570134814-494.6697269974782j,-33.6178400510169-471.21354026646884j,5.751065914991274-417.93975415993503j,21.47827136961417-421.05428359227955j,35.33101012830423-392.434854501602j,44.17015818446309-381.10702378360185j,52.44115482370745-340.5566061101495j,61.89217694645657-311.69939754191927j,65.06644162489563-297.63462942726875j
101680652.9,101.40156739426386+87.45862523510992j,379.8022698827003+80.45691125925366j,825.1923624013311-48.181477315021944j,1217.0232166082171-510.1285887606488j,1138.9364187696424-1094.1319814039073j,827.856331968291-1377.3541677730348j,485.03238391865165-1338.0205288378895j,334.14272194200925-1294.541316480978j,238.59275776854096-1231.6064632522707j,154.4286717487765-1098.1693151133404j,108.67243606191663-1076.6921792473702j,91.94720427437993-971.8114098161874j,72.6987185668662-931.6915633473689j,54.01194805140413-847.5890106411114j,45.57057177266621-850.7966745388148j,33.25315676456432-817.9363632502755j,10.26182326182188-844.4650768567158j,12.37693092878954-733.9265738993274j,-26.6109886077879-739.8126752115688j,-47.29735986831984-709.7771939152257j,-99.64559074899279-534.9331929621666j,-54.92965887083769-482.51282422796083j,-25.8616879265307-462.7544936073569j,10.274595355903823-411.1761191385549j,24.6208554225175-413.98716003453967j,37.39318033483133-385.00543033390085j,45.718633664106186-373.12060354708734j,53.988768334803915-332.23828867022587j,63.744679533323016-302.7791541021506j,66.92728049616704-288.4285601030371j
102456462.3,101.96682735833281+88.27423944755064j,380.251822703771+80.73001601537415j,824.8956887419491-49.43403919714955j,1211.2211714454638-513.521215347189j,1126.8462712165317-1092.0826174344106j,816.0548969736727-1368.224832910649j,477.25820838339985-1325.82505639263j,328.98319197061403-1282.2037799665416j,235.47072580229624-1218.9074840072756j,152.69255751312676-1086.2901198015995j,108.1007114106842-1063.775390941144j,90.95134737075297-961.1112509534532j,72.2812401370932-921.4104229813341j,53.71493581407766-837.581924391799j,45.57512557314208-841.047873709052j,32.58405678272631-808.8500907680406j,8.130676458940428-835.8962626489649j,11.273501853369998-725.6544692720005j,-30.138316013833986-729.6854017108553j,-54.99453820145156-696.6490526252662j,-90.26496517404931-517.6705627908323j,-45.72584330554428-471.71167617387016j,-18.624286033881038-454.9595499324756j,14.553905319476995-404.51280880031925j,27.711011126653784-406.93247074524345j,39.51422277836736-377.54393867523385j,47.38258602254658-365.09731528904047j,55.57736082931146-323.7994335947787j,65.66581975387112-293.80841785612677j,68.87494590699329-279.2529118434421j
